,Descriptive_ID,Pfam_ID,CL,Description,Gathering_threshold,Symbol,ML,Overlapping_family,Type
231,ADAMTS_CR_2,PF17771.4,,ADAMTS cysteine-rich domain 2,27.3; 27.3;,ADAMTS_CR_2,70,,Domain
232,ADAMTS_CR_3,PF19236.2,,ADAMTS cysteine-rich domain,21; 21;,ADAMTS_CR_3,115,,Domain
233,ADAMTS_spacer1,PF05986.17,,ADAM-TS Spacer 1,23.6; 23.6;,ADAMTS_spacer1,115,,Domain
234,ADAM_CR,PF08516.15,,ADAM cysteine-rich,29.4; 29.4;,ADAM_CR,116,,Family
235,ADC,PF06314.14,CL0403,Acetoacetate decarboxylase (ADC),29.8; 29.8;,ADC,237,,Family
236,ADD_ATRX,PF17981.4,CL0390,Cysteine Rich ADD domain,25.7; 25.7;,ADD_ATRX,56,,Domain
237,ADD_DNMT3,PF17980.4,CL0390,Cysteine rich ADD domain in DNMT3,26; 26;,ADD_DNMT3,56,,Domain
238,ADH_N,PF08240.15,CL0296,Alcohol dehydrogenase GroES-like domain,21.1; 21.1;,ADH_N,109,,Domain
239,ADH_N_2,PF16884.8,CL0296,N-terminal domain of oxidoreductase,31; 31;,ADH_N_2,108,,Family
240,ADH_N_assoc,PF13823.9,,Alcohol dehydrogenase GroES-associated,25; 25;,ADH_N_assoc,23,,Family
241,ADH_zinc_N,PF00107.29,CL0063,Zinc-binding dehydrogenase,31.8; 31.8;,ADH_zinc_N,130,,Domain
242,ADH_zinc_N_2,PF13602.9,CL0063,Zinc-binding dehydrogenase,27; 27;,ADH_zinc_N_2,133,,Domain
243,ADI,PF02274.20,CL0197,Arginine deiminase,22.8; 22.8;,ADI,377,,Family
244,ADIP,PF11559.11,,Afadin- and alpha -actinin-Binding,34.3; 34.3;,ADIP,152,,Coiled-coil
245,ADK,PF00406.25,CL0023,Adenylate kinase,26.8; 26.8;,ADK,151,ADK_lid,Domain
246,ADK_lid,PF05191.17,,"Adenylate kinase, active site lid",26.6; 26.6;,ADK_lid,36,,Domain
247,ADNP_N,PF19627.2,,Activity-dependent neuroprotector homeobox protein N-terminal,27; 27;,ADNP_N,752,,Domain
248,ADPRTs_Tse2,PF18648.4,CL0084,Tse2 ADP-ribosyltransferase toxins,26.6; 26.6;,ADPRTs_Tse2,155,,Domain
249,ADP_PFK_GK,PF04587.18,CL0118,ADP-specific Phosphofructokinase/Glucokinase conserved region,27; 27;,ADP_PFK_GK,427,,Family
250,ADP_ribosyl_GH,PF03747.17,,ADP-ribosylglycohydrolase,26.2; 26.2;,ADP_ribosyl_GH,292,,Family
251,ADPrib_exo_Tox,PF03496.17,CL0084,ADP-ribosyltransferase exoenzyme,23.4; 21.9;,ADPrib_exo_Tox,197,,Family
252,ADSL_C,PF10397.12,,Adenylosuccinate lyase C-terminus,32.7; 32.7;,ADSL_C,77,,Domain
253,ADYC,PF20032.2,,ADYC domain,27; 27;,ADYC,180,,Domain
254,AEP1,PF17049.8,,ATPase expression protein 1,27; 27;,AEP1,395,,Family
255,AF-4,PF05110.16,,AF-4 proto-oncoprotein N-terminal region,25.1; 25.1;,AF-4,514,,Family
256,AF-4_C,PF18876.3,,AF-4 proto-oncoprotein C-terminal region,29.9; 29.9;,AF-4_C,264,,Family
257,AF0941-like,PF14591.9,,AF0941-like,22.6; 22.6;,AF0941-like,113,,Domain
258,AF2212-like,PF01954.19,,AF2212-like,21.6; 21.6;,AF2212-like,59,,Family
259,AF2331-like,PF14556.9,,AF2331-like,150; 150;,AF2331-like,91,,Domain
260,AF4_int,PF18875.3,,AF4 interaction motif,23.2; 23.2;,AF4_int,15,,Motif
261,AFG1_ATPase,PF03969.19,CL0023,AFG1-like ATPase,27; 27;,AFG1_ATPase,361,,Family
262,AFOR_C,PF01314.21,,"Aldehyde ferredoxin oxidoreductase, domains 2 & 3",27; 27;,AFOR_C,382,,Domain
263,AFOR_N,PF02730.18,,"Aldehyde ferredoxin oxidoreductase, N-terminal domain",29.8; 29.8;,AFOR_N,199,,Domain
264,AFP,PF02420.18,,Insect antifreeze protein repeat,36.5; 2;,AFP,12,,Repeat
265,AFP_2,PF18815.4,,Bacterial antifreeze protein repeat,25; 15;,AFP_2,52,,Repeat
266,AFT,PF08731.14,CL0274,Transcription factor AFT,21.6; 21.6;,AFT,111,,Family
267,AGA2,PF17366.5,,A-agglutinin-binding subunit Aga2,25; 25;,AGA2,58,,Family
268,AGH,PF17558.5,,Androgenic gland hormone,27; 27;,AGH,121,,Family
269,AGK_C,PF19712.2,,Acylglycerol kinase C-terminal,27; 27;,AGK_C,215,,Domain
270,AGL_N,PF16338.8,CL0103,"Alpha-glucosidase, N-terminal",29.3; 29.3;,AGL_N,94,,Domain
271,AGOG,PF09171.13,,N-glycosylase/DNA lyase,26.1; 26.1;,AGOG,248,,Domain
272,AGO_N,PF18236.4,,Argonaute N domain,25; 25;,AGO_N,122,,Domain
273,AGP,PF06376.15,,Arabinogalactan peptide,25; 25;,AGP,36,,Family
274,AGRB_N,PF19188.3,,Adhesion GPCR B N-terminal region,27; 27;,AGRB_N,177,,Family
275,AGS_C,PF18134.4,,Adenylyl/Guanylyl and SMODS C-terminal sensor domain,26.7; 26.7;,AGS_C,128,,Domain
276,AGT,PF11440.11,CL0113,DNA alpha-glucosyltransferase,25; 25;,AGT,355,,Family
277,AGTRAP,PF06396.14,,"Angiotensin II, type I receptor-associated protein (AGTRAP)",25; 25;,AGTRAP,148,,Family
278,AHD,PF17793.4,CL0665,ANC1 homology domain (AHD),27; 27;,AHD,61,,Domain
279,AHH,PF14412.9,CL0263,A nuclease family of the HNH/ENDO VII superfamily with conserved AHH,22.3; 22.3;,AHH,112,,Family
280,AHJR-like,PF18743.4,CL0236,REase_AHJR-like,26.1; 26.1;,AHJR-like,123,,Domain
281,AHL_synthase,PF17327.5,,Acyl homoserine lactone synthase,25; 25;,AHL_synthase,376,,Family
282,AHSA1,PF08327.14,CL0209,Activator of Hsp90 ATPase homolog 1-like protein,22.1; 22.1;,AHSA1,126,,Family
283,AHSP,PF09236.13,,Alpha-haemoglobin stabilising protein,27; 27;,AHSP,87,,Domain
284,AI-2E_transport,PF01594.19,,AI-2E family transporter,34.3; 34.3;,AI-2E_transport,327,,Family
285,AIB,PF15334.9,,Aurora kinase A and ninein interacting protein,27; 27;,AIB,324,,Family
286,AICARFT_IMPCHas,PF01808.21,CL0109,AICARFT/IMPCHase bienzyme,25; 25;,AICARFT_IMPCHas,310,,Family
287,AID,PF18767.4,CL0109,Activation induced deaminase,41; 41;,AID,90,,Family
288,AIDA,PF16168.8,CL0268,"Adhesin of bacterial autotransporter system, probable stalk",27; 27;,AIDA,63,,Repeat
289,AIF-MLS,PF14962.9,,Mitochondria Localisation Sequence,29.9; 29.9;,AIF-MLS,192,,Family
290,AIF_C,PF14721.9,CL0608,"Apoptosis-inducing factor, mitochondrion-associated, C-term",25.9; 25.9;,AIF_C,130,,Domain
291,AIG1,PF04548.19,CL0023,AIG1 family,27; 27;,AIG1,212,,Domain
292,AIG2_2,PF13772.9,CL0278,AIG2-like family,27; 27;,AIG2_2,83,,Family
293,AIM24,PF01987.20,CL0029,Mitochondrial biogenesis AIM24,22.8; 22.8;,AIM24,202,,Family
294,AIM3,PF17096.8,,Altered inheritance of mitochondria protein 3,25.4; 25.4;,AIM3,88,,Family
295,AIM5,PF17050.8,CL0683,Altered inheritance of mitochondria 5,26.8; 26.8;,AIM5,60,,Family
296,AIMP2_LysRS_bd,PF16780.8,,AIMP2 lysyl-tRNA synthetase binding domain,27; 27;,AIMP2_LysRS_bd,47,,Domain
297,AIP3,PF03915.16,,Actin interacting protein 3,31.6; 31.6;,AIP3,408,,Family
298,AIPR,PF10592.12,,AIPR protein,25; 25;,AIPR,294,,Family
299,AIRC,PF00731.23,CL0224,AIR carboxylase,30; 30;,AIRC,148,,Domain
300,AIRS,PF00586.27,,"AIR synthase related protein, N-terminal domain",24; 15;,AIRS,107,,Domain
301,AIRS_C,PF02769.25,,"AIR synthase related protein, C-terminal domain",23.1; 23.1;,AIRS_C,156,,Domain
302,AJAP1_PANP_C,PF15298.9,,AJAP1/PANP C-terminus,27; 27;,AJAP1_PANP_C,204,,Family
303,AKAP28,PF14469.9,,28 kDa A-kinase anchor,22; 22;,AKAP28,121,,Family
304,AKAP2_C,PF15304.9,,A-kinase anchor protein 2 C-terminus,27; 27;,AKAP2_C,341,,Family
305,AKAP7_NLS,PF10469.12,CL0247,AKAP7 2'5' RNA ligase-like domain,24.4; 24.4;,AKAP7_NLS,207,,Domain
306,AKAP7_RIRII_bdg,PF10470.12,,PKA-RI-RII subunit binding domain of A-kinase anchor protein,22.7; 22.7;,AKAP7_RIRII_bdg,57,,Domain
307,AKAP95,PF04988.15,,A-kinase anchoring protein 95 (AKAP95),26.8; 26.8;,AKAP95,136,,Family
308,AKAP_110,PF05716.16,,A-kinase anchor protein 110 kDa (AKAP 110),25; 25;,AKAP_110,692,,Family
309,AKNA,PF12443.11,,AT-hook-containing transcription factor,28.1; 28.1;,AKNA,95,,Family
310,ALAD,PF00490.24,CL0036,Delta-aminolevulinic acid dehydratase,24.6; 24.6;,ALAD,317,,Domain
311,ALC,PF17527.5,,Phage ALC protein,25; 25;,ALC,167,,Family
312,ALF,PF03752.16,,Short repeats of unknown function,25.4; 25.4;,ALF,42,,Repeat
313,ALG11_N,PF15924.8,CL0113,ALG11 mannosyltransferase N-terminus,29.8; 29.8;,ALG11_N,209,,Family
314,ALG3,PF05208.16,CL0111,ALG3 protein,23.6; 23.6;,ALG3,358,,Family
315,ALGX,PF16822.8,CL0264,"SGNH hydrolase-like domain, acetyltransferase AlgX",26.5; 26.5;,ALGX,268,,Domain
316,ALIX_LYPXL_bnd,PF13949.9,,ALIX V-shaped domain binding to HIV,30.8; 30.8;,ALIX_LYPXL_bnd,295,,Domain
317,ALKBH8_N,PF09004.13,,"Alkylated DNA repair protein alkB homolog 8, N-terminal",21; 21;,ALKBH8_N,42,,Domain
318,ALMS_motif,PF15309.9,,ALMS motif,27; 27;,ALMS_motif,136,,Family
319,ALMS_repeat,PF18727.4,,Alstrom syndrome repeat,30; 25;,ALMS_repeat,47,,Repeat
320,ALMT,PF11744.11,CL0307,Aluminium activated malate transporter,20.6; 20.6;,ALMT,408,,Family
321,ALO,PF04030.17,CL0277,"D-arabinono-1,4-lactone oxidase",23.1; 23.1;,ALO,264,,Family
322,ALOG_dom,PF04852.15,,ALOG domain,26.6; 26.6;,ALOG_dom,126,,Domain
323,ALP_N,PF17989.4,CL0108,Actin like proteins N terminal domain,26.3; 26.3;,ALP_N,147,,Domain
324,ALS2CR11,PF15729.8,,Amyotrophic lateral sclerosis 2 candidate 11,27; 27;,ALS2CR11,417,,Family
325,ALS2CR8,PF15299.9,,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8,28.9; 28.9;,ALS2CR8,233,,Family
326,ALS_ss_C,PF10369.12,CL0070,Small subunit of acetolactate synthase,23.2; 23.2;,ALS_ss_C,74,,Domain
327,ALTTAQ_rpt,PF20080.2,,ALTTAQ repeat,26.4; 26.4;,ALTTAQ_rpt,38,,Repeat
328,AMA-1,PF02430.18,CL0168,Apical membrane antigen 1,21; 21;,AMA-1,477,,Family
329,AMH_N,PF04709.15,,"Anti-Mullerian hormone, N terminal region",23.4; 23.4;,AMH_N,392,,Family
330,AMIN,PF11741.11,,AMIN domain,20.5; 20.5;,AMIN,97,,Family
331,AMMECR1,PF01871.20,,AMMECR1,25; 25;,AMMECR1,167,,Family
332,AMNp_N,PF10423.12,CL0408,Bacterial AMP nucleoside phosphorylase N-terminus,27; 27;,AMNp_N,154,,Domain
333,AMO,PF02461.19,,Ammonia monooxygenase,27.5; 27.5;,AMO,238,,Family
334,AMOP,PF03782.20,,AMOP domain,25; 25;,AMOP,142,,Domain
335,AMP-binding,PF00501.31,CL0378,AMP-binding enzyme,29.9; 29.9;,AMP-binding,424,,Family
336,AMP-binding_C,PF13193.9,CL0531,AMP-binding enzyme C-terminal domain,24.5; 24.5;,AMP-binding_C,76,,Domain
337,AMP-binding_C_2,PF14535.9,CL0531,AMP-binding enzyme C-terminal domain,25; 25;,AMP-binding_C_2,96,,Domain
338,AMPK1_CBM,PF16561.8,CL0369,Glycogen recognition site of AMP-activated protein kinase,26.8; 26.8;,AMPK1_CBM,85,,Family
339,AMPKBI,PF04739.18,,"5'-AMP-activated protein kinase beta subunit, interaction domain",24.3; 24.3;,AMPKBI,75,,Family
340,AMP_N,PF05195.19,CL0356,"Aminopeptidase P, N-terminal domain",24.6; 24.6;,AMP_N,123,,Domain
341,AMP_deaminase,PF19326.2,CL0034,AMP deaminase,27; 27;,AMP_deaminase,633,,Domain
342,AMT4_dom_C,PF09081.13,CL0369,"Glucan 1,4-alpha-maltotetraohydrolase, domain C",27.6; 27.6;,AMT4_dom_C,64,,Domain
343,ANAPC1,PF12859.10,CL0186,Anaphase-promoting complex subunit 1 WD40 beta-propeller domain,25; 25;,ANAPC1,295,,Family
344,ANAPC10,PF03256.19,CL0202,"Anaphase-promoting complex, subunit 10 (APC10)",21; 21;,ANAPC10,185,,Family
345,ANAPC15,PF15243.9,,Anaphase-promoting complex subunit 15,27; 27;,ANAPC15,90,,Family
346,ANAPC16,PF17256.5,,"Anaphase-promoting complex, subunit 16",25; 25;,ANAPC16,80,,Family
347,ANAPC2,PF08672.14,CL0123,Anaphase promoting complex (APC) subunit 2,23; 23;,ANAPC2,60,,Domain
348,ANAPC3,PF12895.10,CL0020,"Anaphase-promoting complex, cyclosome, subunit 3",27.2; 27.2;,ANAPC3,82,,Repeat
349,ANAPC4,PF12896.10,,"Anaphase-promoting complex, cyclosome, subunit 4",23.1; 23.1;,ANAPC4,204,,Domain
350,ANAPC4_WD40,PF12894.10,CL0186,Anaphase-promoting complex subunit 4 WD40 domain,22.9; 21.1;,ANAPC4_WD40,92,,Repeat
351,ANAPC5,PF12862.10,CL0020,Anaphase-promoting complex subunit 5,23; 3.9;,ANAPC5,92,,Repeat
352,ANAPC8,PF04049.16,CL0020,Anaphase promoting complex subunit 8 / Cdc23,23.6; 23.6;,ANAPC8,140,,Repeat
353,ANAPC9,PF12856.10,,Anaphase-promoting complex subunit 9,25; 25;,ANAPC9,119,,Family
354,ANAPC_CDC26,PF10471.12,,Anaphase-promoting complex APC subunit CDC26,24.5; 24.5;,ANAPC_CDC26,74,,Family
355,ANATO,PF01821.21,,Anaphylotoxin-like domain,21.4; 21.4;,ANATO,36,,Domain
356,ANF_receptor,PF01094.31,CL0144,Receptor family ligand binding region,25.4; 25.4;,ANF_receptor,354,,Family
357,ANGEL2_N,PF19339.2,,Protein angel homolog 2 N-terminal,26.4; 26.4;,ANGEL2_N,172,,Domain
358,ANIS5_cation-bd,PF02520.20,,"SXP/RAL-2 family protein Ani s 5-like, metal-binding domain",29.3; 29.3;,ANIS5_cation-bd,109,,Domain
359,ANKH,PF07260.14,CL0222,Progressive ankylosis protein (ANKH),22; 22;,ANKH,344,,Family
360,ANP,PF00212.21,,Atrial natriuretic peptide,27; 27;,ANP,31,,Family
361,ANT,PF03374.17,,Phage antirepressor protein KilAC domain,25.3; 25.3;,ANT,108,,Family
362,ANTAR,PF03861.17,,ANTAR domain,27.3; 27.3;,ANTAR,54,,Domain
363,ANTH,PF07651.19,CL0009,ANTH domain,21.5; 21.5;,ANTH,277,,Domain
364,ANXA2R,PF15721.8,,Annexin-2 receptor,27; 27;,ANXA2R,190,,Family
365,AOC_like,PF18678.4,CL0650,Allene oxide cyclase barrel like domain,25.9; 25.9;,AOC_like,122,,Domain
366,AOX,PF01786.20,CL0044,Alternative oxidase,22.7; 22.7;,AOX,216,,Family
367,AP-5_subunit_s1,PF15001.9,,AP-5 complex subunit sigma-1,30.7; 30.7;,AP-5_subunit_s1,192,,Family
368,AP1AR,PF15745.8,,AP-1 complex-associated regulatory protein,27; 27;,AP1AR,275,,Family
369,AP2,PF00847.23,CL0081,AP2 domain,22; 22;,AP2,54,,Domain
370,AP3B1_C,PF14796.9,,Clathrin-adaptor complex-3 beta-1 subunit C-terminal,27; 27;,AP3B1_C,148,,Family
371,AP3D1,PF06375.14,,AP-3 complex subunit delta-1,28.2; 28.2;,AP3D1,156,,Family
372,AP4E_app_platf,PF14807.9,CL0545,Adaptin AP4 complex epsilon appendage platform,27; 27;,AP4E_app_platf,100,,Domain
373,APAF1_C,PF17908.4,,APAF-1 helical domain,22.8; 22.8;,APAF1_C,135,,Domain
374,APC1_C,PF18122.4,,Anaphase-promoting complex sub unit 1 C-terminal domain,22.9; 22.9;,APC1_C,167,,Domain
375,APCDDC,PF14921.9,,Adenomatosis polyposis coli down-regulated 1,27; 27;,APCDDC,236,,Domain
376,APC_15aa,PF05972.14,,APC 15 residue motif,19.4; 19.4;,APC_15aa,15,,Motif
377,APC_N_CC,PF16689.8,,"Coiled-coil N-terminus of APC, dimerisation domain",26.7; 26.7;,APC_N_CC,52,,Coiled-coil
378,APC_basic,PF05956.14,,APC basic domain,25; 25;,APC_basic,344,,Family
379,APC_r,PF05923.15,,APC repeat,19.9; 19.9;,APC_r,24,,Motif
380,APC_rep,PF18797.4,CL0020,Adenomatous polyposis coli (APC) repeat,27; 25;,APC_rep,76,,Repeat
381,APC_u13,PF16634.8,,Unstructured region on APC between APC_crr and SAMP,26; 26;,APC_u13,54,,Disordered
382,APC_u14,PF16635.8,,Unstructured region on APC between SAMP and APC_crr,29.7; 29.7;,APC_u14,94,,Disordered
383,APC_u15,PF16636.8,,Unstructured region on APC between APC_crr regions 5 and 6,27.5; 27.5;,APC_u15,81,,Disordered
384,APC_u5,PF16630.8,,Unstructured region on APC between 1st and 2nd catenin-bdg motifs,27; 27;,APC_u5,100,,Disordered
385,APC_u9,PF16633.8,,Unstructured region on APC between 1st two creatine-rich regions,25; 25;,APC_u9,89,,Disordered
386,APEH_N,PF19283.2,,"Acylamino-acid-releasing enzyme, N-terminal domain",23.1; 23.1;,APEH_N,274,,Family
387,APG12,PF04110.16,CL0072,Ubiquitin-like autophagy protein Apg12,22.8; 22.8;,APG12,87,,Domain
388,APG5,PF04106.15,CL0072,Autophagy protein Apg5,27; 27;,APG5,219,,Family
389,APG6,PF04111.15,,Apg6 BARA domain,34; 34;,APG6,179,,Domain
390,APG6_N,PF17675.4,,Apg6 coiled-coil region,45; 45;,APG6_N,132,,Coiled-coil
391,APH,PF01636.26,CL0016,Phosphotransferase enzyme family,23.2; 23.2;,APH,239,,Family
392,APH_6_hur,PF04655.17,CL0016,Aminoglycoside/hydroxyurea antibiotic resistance kinase,27; 27;,APH_6_hur,252,,Family
393,API5,PF05918.14,CL0020,Apoptosis inhibitory protein 5 (API5),27.4; 27.4;,API5,534,,Repeat
394,APOBEC1,PF18769.4,CL0109,APOBEC1,27; 27;,APOBEC1,101,,Family
395,APOBEC2,PF18772.4,CL0109,APOBEC2,26.8; 26.8;,APOBEC2,174,,Family
396,APOBEC3,PF18771.4,CL0109,APOBEC3,27; 27;,APOBEC3,135,,Family
397,APOBEC4,PF18775.4,CL0109,APOBEC4,27.2; 27.2;,APOBEC4,74,,Family
398,APOBEC4_like,PF18774.4,CL0109,APOBEC4-like -AID/APOBEC-deaminase,26.7; 26.7;,APOBEC4_like,132,,Family
399,APOBEC_C,PF05240.17,CL0109,APOBEC-like C-terminal domain,23.6; 23.6;,APOBEC_C,78,,Domain
400,APOBEC_N,PF08210.14,CL0109,APOBEC-like N-terminal domain,25; 25;,APOBEC_N,175,,Domain
401,APOC4,PF15119.9,,Apolipoprotein C4,27; 27;,APOC4,94,,Family
402,APO_RNA-bind,PF05634.14,,APO RNA-binding,25; 25;,APO_RNA-bind,200,,Family
403,APP1_cat,PF09949.12,CL0137,"Phosphatidate phosphatase APP1, catalytic domain",27.1; 27.1;,APP1_cat,155,,Domain
404,APP_Cu_bd,PF12924.10,,"Copper-binding of amyloid precursor, CuBD",26.4; 26.4;,APP_Cu_bd,57,,Domain
405,APP_E2,PF12925.10,,E2 domain of amyloid precursor protein,22.2; 22.2;,APP_E2,190,,Domain
406,APP_N,PF02177.19,,Amyloid A4 N-terminal heparin-binding,22.1; 21.6;,APP_N,100,,Domain
407,APP_amyloid,PF10515.12,,Beta-amyloid precursor protein C-terminus,27; 27;,APP_amyloid,52,,Family
408,APS-reductase_C,PF12139.11,,Adenosine-5'-phosphosulfate reductase beta subunit,25; 25;,APS-reductase_C,82,,Family
409,APS_kinase,PF01583.23,CL0023,Adenylylsulphate kinase,21.1; 20.7;,APS_kinase,158,,Domain
410,APT,PF03440.17,CL0056,Aerolysin/Pertussis toxin (APT) domain,25; 25;,APT,87,,Domain
411,AP_endonuc_2,PF01261.27,CL0036,Xylose isomerase-like TIM barrel,31.1; 31.1;,AP_endonuc_2,250,,Domain
412,ARA70,PF12489.11,,Nuclear coactivator,23.6; 23.6;,ARA70,135,,Family
413,ARC6-like_IMS,PF13355.9,CL0051,"ARC6-like, IMS domain",22.8; 22.8;,ARC6-like_IMS,117,,Domain
414,ARD,PF03079.17,CL0029,ARD/ARD' family,27; 27;,ARD,157,,Domain
415,ARF7EP_C,PF14949.9,,ARF7 effector protein C-terminus,27; 27;,ARF7EP_C,103,,Family
416,ARGLU,PF15346.9,,Arginine and glutamate-rich 1,27; 27;,ARGLU,151,,Coiled-coil
417,ARHGEF5_35,PF15441.9,,RhoGEF 5/35 N-terminal disordered region,27; 27;,ARHGEF5_35,488,,Disordered
418,ARID,PF01388.24,CL0123,ARID/BRIGHT DNA binding domain,24.1; 24.1;,ARID,90,,Domain
419,ARL17,PF15840.8,,ADP-ribosylation factor-like protein 17,27; 27;,ARL17,62,,Family
420,ARL2_Bind_BART,PF11527.11,,The ARF-like 2 binding protein BART,23; 23;,ARL2_Bind_BART,116,,Family
421,ARL6IP6,PF15062.9,,Haemopoietic lineage transmembrane helix,27; 27;,ARL6IP6,86,,Family
422,ARMET_C,PF10208.12,CL0306,"ARMET, C-terminal",23.5; 23.5;,ARMET_C,43,,Domain
423,ARMET_N,PF20145.2,CL0707,"ARMET, N-terminal",26.9; 26.9;,ARMET_N,96,,Domain
424,ARMH2,PF17822.4,,Armadillo-like helical domain-containing protein 2,25; 25;,ARMH2,229,,Family
425,ARMH3_C,PF08427.13,,"Armadillo-like helical domain-containing protein 3, C-terminal",27; 27;,ARMH3_C,231,,Domain
426,ARMH4,PF15767.8,,Armadillo-like helical domain-containing protein 4,25; 25;,ARMH4,583,,Family
427,ARMT1-like_dom,PF01937.22,,Damage-control phosphatase ARMT1-like domain,25; 25;,ARMT1-like_dom,353,,Domain
428,AROS,PF15684.8,,"Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1",27; 27;,AROS,130,,Family
429,ARPC4,PF05856.15,,ARP2/3 complex 20 kDa subunit (ARPC4),22.2; 22.2;,ARPC4,168,,Family
430,ARS2,PF04959.16,CL0361,Arsenite-resistance protein 2,30; 30;,ARS2,195,,Family
431,ART,PF01129.21,CL0084,NAD:arginine ADP-ribosyltransferase,22.3; 22.3;,ART,222,,Family
432,ART-PolyVal,PF18760.4,CL0084,ADP-Ribosyltransferase in polyvalent proteins,31.2; 31.2;,ART-PolyVal,140,,Family
433,ARTD15_N,PF18084.4,,ARTD15 N-terminal domain,26.3; 26.3;,ARTD15_N,84,,Domain
434,ASC,PF00858.27,,Amiloride-sensitive sodium channel,23.6; 23.6;,ASC,445,Kringle,Family
435,ASCH,PF04266.17,CL0178,ASCH domain,21.2; 21.2;,ASCH,107,,Domain
436,ASD1,PF08688.13,,Apx/Shroom domain ASD1,25; 25;,ASD1,184,,Family
437,ASD2,PF08687.14,,Apx/Shroom domain ASD2,26.4; 26.4;,ASD2,290,,Family
438,ASF1_hist_chap,PF04729.16,CL0159,ASF1 like histone chaperone,27; 27;,ASF1_hist_chap,154,,Family
439,ASFV_360,PF01671.19,,African swine fever virus multigene family 360 protein,22.5; 22.5;,ASFV_360,215,,Family
440,ASFV_J13L,PF05568.14,,African swine fever virus J13L protein,23.6; 23.6;,ASFV_J13L,189,,Family
441,ASFV_L11L,PF05293.14,,African swine fever virus (ASFV) L11L protein,25; 25;,ASFV_L11L,78,,Family
442,ASFV_p27,PF06556.14,,IAP-like protein p27 C-terminus,25.4; 25.4;,ASFV_p27,131,,Family
443,ASH,PF15780.8,CL0556,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",27; 27;,ASH,98,,Domain
444,ASK_PH,PF19039.3,CL0266,ASK kinase PH domain,27.8; 27.8;,ASK_PH,101,,Domain
445,ASL_C,PF08328.14,,Adenylosuccinate lyase C-terminal,35; 35;,ASL_C,115,,Family
446,ASL_C2,PF14698.9,,Argininosuccinate lyase C-terminal,27.3; 27.3;,ASL_C2,69,,Domain
447,ASMase_C,PF19272.2,,Acid sphingomyelin phosphodiesterase C-terminal region,23.7; 23.7;,ASMase_C,143,,Family
448,ASPRs,PF17641.5,CL0659,Ancylostoma-associated secreted protein related,26.3; 26.3;,ASPRs,119,,Family
449,ASRT,PF07100.14,,Anabaena sensory rhodopsin transducer,25; 25;,ASRT,119,,Family
450,ASTER,PF03669.16,,PAT complex subunit Asterix,22.7; 22.7;,ASTER,97,,Family
451,ASTN1_2_EGF_Fn,PF19743.2,,ASTN1/2 EGF-like and Fn(III) domains,27; 27;,ASTN1_2_EGF_Fn,231,,Domain
452,ASTN_1_2_N,PF19441.2,,Astrotactin 1/2 N-terminal,27; 27;,ASTN_1_2_N,549,,Domain
453,ASTN_2_hairpin,PF18577.4,,Astrotactin-2 C-terminal beta-hairpin domain,35.5; 35.5;,ASTN_2_hairpin,47,,Domain
454,ASXH,PF13919.9,,Asx homology domain,25.8; 25.8;,ASXH,139,,Domain
455,ASY3-like,PF20435.1,,Meiosis-specific protein ASY3-like,25.7; 25.7;,ASY3-like,793,,Family
456,ATAD3_N,PF12037.11,,"ATPase family AAA domain-containing protein 3, N-terminal",25; 25;,ATAD3_N,265,,Domain
457,ATAD4,PF15321.9,,ATPase family AAA domain containing 4,25; 25;,ATAD4,98,,Family
458,ATC_hydrolase,PF14196.9,CL0210,L-2-amino-thiazoline-4-carboxylic acid hydrolase,28.1; 28.1;,ATC_hydrolase,145,,Family
459,ATE_C,PF04377.18,CL0257,"Arginine-tRNA-protein transferase, C terminus",25; 25;,ATE_C,134,,Family
460,ATE_N,PF04376.16,CL0257,"Arginine-tRNA-protein transferase, N terminus",27; 27;,ATE_N,81,,Family
461,ATF7IP_BD,PF16788.8,,ATF-interacting protein binding domain,27.6; 27.6;,ATF7IP_BD,220,,Family
462,ATG101,PF07855.15,CL0651,Autophagy-related protein 101,26.5; 26.5;,ATG101,153,,Family
463,ATG11,PF10377.12,,Autophagy-related protein 11,22; 22;,ATG11,129,,Family
464,ATG13,PF10033.12,CL0651,Autophagy-related protein 13,25; 25;,ATG13,239,,Family
465,ATG14,PF10186.12,CL0551,Vacuolar sorting 38 and autophagy-related subunit 14,33.2; 33.2;,ATG14,324,,Family
466,ATG16,PF08614.14,,Autophagy protein 16 (ATG16),33.7; 33.7;,ATG16,201,,Coiled-coil
467,ATG17_like,PF04108.15,,Autophagy protein ATG17-like domain,43; 43;,ATG17_like,355,,Domain
468,ATG19,PF12744.10,CL0159,"Autophagy protein Atg19, Atg8-binding",25; 25;,ATG19,251,,Domain
469,ATG22,PF11700.11,CL0015,Vacuole effluxer Atg22 like,24.1; 24.1;,ATG22,478,,Family
470,ATG27,PF09451.13,CL0226,Autophagy-related protein 27,27; 27;,ATG27,262,,Family
471,ATG29_N,PF18388.4,,Atg29 N-terminal domain,25.7; 25.7;,ATG29_N,54,,Domain
472,ATG2_CAD,PF13329.9,,Autophagy-related protein 2 CAD motif,21.7; 21.7;,ATG2_CAD,154,,Family
